Name, SOME PERSON
Address,"SOME ADDRESS, CHICAGO IL 60600-0000"
Account Number,1234589712
Service,Service 1

TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,2022-12-25,18:00,18:29,0.12,kWh,$0.02,
Electric usage,2022-12-25,18:30,18:59,0.04,kWh,$0.01,
Electric usage,2022-12-25,19:00,19:29,0.12,kWh,$0.02,
Electric usage,2022-12-25,19:30,19:59,0.02,kWh,$0.00,
Electric usage,2022-12-25,20:00,20:29,0.14,kWh,$0.02,
Electric usage,2022-12-25,20:30,20:59,0.02,kWh,$0.00,
Electric usage,2022-12-25,21:00,21:29,0.12,kWh,$0.02,
Electric usage,2022-12-25,21:30,21:59,0.04,kWh,$0.01,
Electric usage,2022-12-25,22:00,22:29,0.16,kWh,$0.02,
Electric usage,2022-12-25,22:30,22:59,0.09,kWh,$0.01,
Electric usage,2022-12-25,23:00,23:29,0.04,kWh,$0.01,
Electric usage,2022-12-25,23:30,23:59,0.11,kWh,$0.02,
Electric usage,2022-12-26,00:00,00:29,0.03,kWh,$0.00,
Electric usage,2022-12-26,00:30,00:59,0.12,kWh,$0.02,
Electric usage,2022-12-26,01:00,01:29,0.04,kWh,$0.01,
Electric usage,2022-12-26,01:30,01:59,0.12,kWh,$0.02,
Electric usage,2022-12-26,02:00,02:29,0.03,kWh,$0.00,
Electric usage,2022-12-26,02:30,02:59,0.14,kWh,$0.02,
Electric usage,2022-12-26,03:00,03:29,0.02,kWh,$0.00,
Electric usage,2022-12-26,03:30,03:59,0.13,kWh,$0.02,
Electric usage,2022-12-26,04:00,04:29,0.04,kWh,$0.01,
Electric usage,2022-12-26,04:30,04:59,0.08,kWh,$0.01,
Electric usage,2022-12-26,05:00,05:29,0.10,kWh,$0.01,
Electric usage,2022-12-26,05:30,05:59,0.03,kWh,$0.00,
Electric usage,2022-12-26,06:00,06:29,0.14,kWh,$0.02,
Electric usage,2022-12-26,06:30,06:59,0.02,kWh,$0.00,
Electric usage,2022-12-26,07:00,07:29,0.13,kWh,$0.02,
Electric usage,2022-12-26,07:30,07:59,0.04,kWh,$0.01,
Electric usage,2022-12-26,08:00,08:29,0.13,kWh,$0.02,
Electric usage,2022-12-26,08:30,08:59,0.04,kWh,$0.01,
Electric usage,2022-12-26,09:00,09:29,0.13,kWh,$0.02,
Electric usage,2022-12-26,09:30,09:59,0.03,kWh,$0.00,
Electric usage,2022-12-26,10:00,10:29,0.12,kWh,$0.02,
Electric usage,2022-12-26,10:30,10:59,0.05,kWh,$0.01,
Electric usage,2022-12-26,11:00,11:29,0.09,kWh,$0.01,
Electric usage,2022-12-26,11:30,11:59,0.08,kWh,$0.01,
Electric usage,2022-12-26,12:00,12:29,0.04,kWh,$0.01,
Electric usage,2022-12-26,12:30,12:59,0.13,kWh,$0.02,
Electric usage,2022-12-26,13:00,13:29,0.03,kWh,$0.00,
Electric usage,2022-12-26,13:30,13:59,0.15,kWh,$0.02,
Electric usage,2022-12-26,14:00,14:29,0.02,kWh,$0.00,
Electric usage,2022-12-26,14:30,14:59,0.14,kWh,$0.02,
Electric usage,2022-12-26,15:00,15:29,0.13,kWh,$0.02,
Electric usage,2022-12-26,15:30,15:59,0.16,kWh,$0.02,
Electric usage,2022-12-26,16:00,16:29,0.05,kWh,$0.01,
Electric usage,2022-12-26,16:30,16:59,0.11,kWh,$0.02,
Electric usage,2022-12-26,17:00,17:29,0.08,kWh,$0.01,
Electric usage,2022-12-26,17:30,17:59,0.07,kWh,$0.01,
Electric usage,2022-12-26,18:00,18:29,0.10,kWh,$0.01,
Electric usage,2022-12-26,18:30,18:59,0.04,kWh,$0.00,
Electric usage,2022-12-26,19:00,19:29,0.14,kWh,$0.02,
Electric usage,2022-12-26,19:30,19:59,0.02,kWh,$0.00,
Electric usage,2022-12-26,20:00,20:29,0.14,kWh,$0.02,
Electric usage,2022-12-26,20:30,20:59,0.04,kWh,$0.00,
Electric usage,2022-12-26,21:00,21:29,0.13,kWh,$0.02,
Electric usage,2022-12-26,21:30,21:59,0.04,kWh,$0.01,
Electric usage,2022-12-26,22:00,22:29,0.12,kWh,$0.02,
Electric usage,2022-12-26,22:30,22:59,0.04,kWh,$0.01,
Electric usage,2022-12-26,23:00,23:29,0.10,kWh,$0.01,
Electric usage,2022-12-26,23:30,23:59,0.04,kWh,$0.01,
Electric usage,2022-12-27,00:00,00:29,0.09,kWh,$0.01,
Electric usage,2022-12-27,00:30,00:59,0.08,kWh,$0.01,
Electric usage,2022-12-27,01:00,01:29,0.05,kWh,$0.01,
Electric usage,2022-12-27,01:30,01:59,0.11,kWh,$0.02,
Electric usage,2022-12-27,02:00,02:29,0.03,kWh,$0.00,
Electric usage,2022-12-27,02:30,02:59,0.13,kWh,$0.02,
Electric usage,2022-12-27,03:00,03:29,0.02,kWh,$0.00,
Electric usage,2022-12-27,03:30,03:59,0.14,kWh,$0.02,
Electric usage,2022-12-27,04:00,04:29,0.02,kWh,$0.00,
Electric usage,2022-12-27,04:30,04:59,0.14,kWh,$0.02,
Electric usage,2022-12-27,05:00,05:29,0.02,kWh,$0.00,
Electric usage,2022-12-27,05:30,05:59,0.11,kWh,$0.02,
Electric usage,2022-12-27,06:00,06:29,0.07,kWh,$0.01,
Electric usage,2022-12-27,06:30,06:59,0.07,kWh,$0.01,
Electric usage,2022-12-27,07:00,07:29,0.10,kWh,$0.01,
Electric usage,2022-12-27,07:30,07:59,0.04,kWh,$0.00,
Electric usage,2022-12-27,08:00,08:29,0.11,kWh,$0.02,
Electric usage,2022-12-27,08:30,08:59,0.04,kWh,$0.01,
Electric usage,2022-12-27,09:00,09:29,0.13,kWh,$0.02,
Electric usage,2022-12-27,09:30,09:59,0.04,kWh,$0.01,
Electric usage,2022-12-27,10:00,10:29,0.13,kWh,$0.02,
Electric usage,2022-12-27,10:30,10:59,0.03,kWh,$0.00,
Electric usage,2022-12-27,11:00,11:29,0.14,kWh,$0.02,
Electric usage,2022-12-27,11:30,11:59,0.03,kWh,$0.00,
Electric usage,2022-12-27,12:00,12:29,0.13,kWh,$0.02,
Electric usage,2022-12-27,12:30,12:59,0.04,kWh,$0.01,
Electric usage,2022-12-27,13:00,13:29,0.09,kWh,$0.01,
Electric usage,2022-12-27,13:30,13:59,0.09,kWh,$0.01,
Electric usage,2022-12-27,14:00,14:29,0.04,kWh,$0.01,
Electric usage,2022-12-27,14:30,14:59,0.14,kWh,$0.02,
Electric usage,2022-12-27,15:00,15:29,0.02,kWh,$0.00,
Electric usage,2022-12-27,15:30,15:59,0.15,kWh,$0.02,
Electric usage,2022-12-27,16:00,16:29,0.02,kWh,$0.00,
Electric usage,2022-12-27,16:30,16:59,0.13,kWh,$0.02,
Electric usage,2022-12-27,17:00,17:29,0.03,kWh,$0.00,
Electric usage,2022-12-27,17:30,17:59,0.12,kWh,$0.02,
Electric usage,2022-12-27,18:00,18:29,0.04,kWh,$0.01,
Electric usage,2022-12-27,18:30,18:59,0.10,kWh,$0.01,
Electric usage,2022-12-27,19:00,19:29,0.06,kWh,$0.01,
Electric usage,2022-12-27,19:30,19:59,0.07,kWh,$0.01,
Electric usage,2022-12-27,20:00,20:29,0.07,kWh,$0.01,
Electric usage,2022-12-27,20:30,20:59,0.06,kWh,$0.01,
Electric usage,2022-12-27,21:00,21:29,0.11,kWh,$0.02,
Electric usage,2022-12-27,21:30,21:59,0.04,kWh,$0.01,
Electric usage,2022-12-27,22:00,22:29,0.24,kWh,$0.03,
Electric usage,2022-12-27,22:30,22:59,0.25,kWh,$0.03,
Electric usage,2022-12-27,23:00,23:29,0.26,kWh,$0.04,
Electric usage,2022-12-27,23:30,23:59,0.11,kWh,$0.02,
Electric usage,2022-12-28,00:00,00:29,0.21,kWh,$0.03,
Electric usage,2022-12-28,00:30,00:59,0.15,kWh,$0.02,
Electric usage,2022-12-28,01:00,01:29,0.16,kWh,$0.02,
Electric usage,2022-12-28,01:30,01:59,0.17,kWh,$0.02,
Electric usage,2022-12-28,02:00,02:29,0.13,kWh,$0.02,
Electric usage,2022-12-28,02:30,02:59,0.20,kWh,$0.03,
Electric usage,2022-12-28,03:00,03:29,0.10,kWh,$0.01,
Electric usage,2022-12-28,03:30,03:59,0.18,kWh,$0.03,
Electric usage,2022-12-28,04:00,04:29,0.12,kWh,$0.02,
Electric usage,2022-12-28,04:30,04:59,0.15,kWh,$0.02,
Electric usage,2022-12-28,05:00,05:29,0.17,kWh,$0.02,
Electric usage,2022-12-28,05:30,05:59,0.16,kWh,$0.02,
Electric usage,2022-12-28,06:00,06:29,0.16,kWh,$0.02,
Electric usage,2022-12-28,06:30,06:59,0.16,kWh,$0.02,
Electric usage,2022-12-28,07:00,07:29,0.07,kWh,$0.01,
Electric usage,2022-12-28,07:30,07:59,0.22,kWh,$0.03,
Electric usage,2022-12-28,08:00,08:29,0.09,kWh,$0.01,
Electric usage,2022-12-28,08:30,08:59,0.29,kWh,$0.04,
Electric usage,2022-12-28,09:00,09:29,0.12,kWh,$0.02,
Electric usage,2022-12-28,09:30,09:59,0.14,kWh,$0.02,
Electric usage,2022-12-28,10:00,10:29,0.17,kWh,$0.02,
Electric usage,2022-12-28,10:30,10:59,0.08,kWh,$0.01,
Electric usage,2022-12-28,11:00,11:29,0.23,kWh,$0.03,
Electric usage,2022-12-28,11:30,11:59,0.30,kWh,$0.04,
Electric usage,2022-12-28,12:00,12:29,0.28,kWh,$0.04,
Electric usage,2022-12-28,12:30,12:59,0.15,kWh,$0.02,
Electric usage,2022-12-28,13:00,13:29,0.26,kWh,$0.04,
Electric usage,2022-12-28,13:30,13:59,0.08,kWh,$0.01,
Electric usage,2022-12-28,14:00,14:29,0.10,kWh,$0.01,
Electric usage,2022-12-28,14:30,14:59,0.08,kWh,$0.01,
Electric usage,2022-12-28,15:00,15:29,0.16,kWh,$0.02,
Electric usage,2022-12-28,15:30,15:59,0.10,kWh,$0.01,
Electric usage,2022-12-28,16:00,16:29,0.50,kWh,$0.07,
Electric usage,2022-12-28,16:30,16:59,0.24,kWh,$0.03,
Electric usage,2022-12-28,17:00,17:29,0.12,kWh,$0.02,
Electric usage,2022-12-28,17:30,17:59,0.12,kWh,$0.02,
Electric usage,2022-12-28,18:00,18:29,0.16,kWh,$0.02,
Electric usage,2022-12-28,18:30,18:59,0.24,kWh,$0.03,
Electric usage,2022-12-28,19:00,19:29,0.14,kWh,$0.02,
Electric usage,2022-12-28,19:30,19:59,0.27,kWh,$0.04,
Electric usage,2022-12-28,20:00,20:29,0.14,kWh,$0.02,
Electric usage,2022-12-28,20:30,20:59,0.28,kWh,$0.04,
Electric usage,2022-12-28,21:00,21:29,0.16,kWh,$0.02,
Electric usage,2022-12-28,21:30,21:59,0.46,kWh,$0.06,
Electric usage,2022-12-28,22:00,22:29,0.10,kWh,$0.01,
Electric usage,2022-12-28,22:30,22:59,0.31,kWh,$0.04,
Electric usage,2022-12-28,23:00,23:29,0.34,kWh,$0.05,
Electric usage,2022-12-28,23:30,23:59,0.32,kWh,$0.05,
Electric usage,2022-12-29,00:00,00:29,0.35,kWh,$0.05,
Electric usage,2022-12-29,00:30,00:59,0.35,kWh,$0.05,
Electric usage,2022-12-29,01:00,01:29,0.21,kWh,$0.03,
Electric usage,2022-12-29,01:30,01:59,0.11,kWh,$0.02,
Electric usage,2022-12-29,02:00,02:29,0.14,kWh,$0.02,
Electric usage,2022-12-29,02:30,02:59,0.06,kWh,$0.01,
Electric usage,2022-12-29,03:00,03:29,0.12,kWh,$0.02,
Electric usage,2022-12-29,03:30,03:59,0.13,kWh,$0.02,
Electric usage,2022-12-29,04:00,04:29,0.14,kWh,$0.02,
Electric usage,2022-12-29,04:30,04:59,0.04,kWh,$0.01,
Electric usage,2022-12-29,05:00,05:29,0.14,kWh,$0.02,
Electric usage,2022-12-29,05:30,05:59,0.04,kWh,$0.01,
Electric usage,2022-12-29,06:00,06:29,0.10,kWh,$0.01,
Electric usage,2022-12-29,06:30,06:59,0.07,kWh,$0.01,
Electric usage,2022-12-29,07:00,07:29,0.14,kWh,$0.02,
Electric usage,2022-12-29,07:30,07:59,0.11,kWh,$0.02,
Electric usage,2022-12-29,08:00,08:29,0.05,kWh,$0.01,
Electric usage,2022-12-29,08:30,08:59,0.18,kWh,$0.03,
Electric usage,2022-12-29,09:00,09:29,0.04,kWh,$0.01,
Electric usage,2022-12-29,09:30,09:59,0.17,kWh,$0.02,
Electric usage,2022-12-29,10:00,10:29,0.04,kWh,$0.01,
Electric usage,2022-12-29,10:30,10:59,0.17,kWh,$0.02,
Electric usage,2022-12-29,11:00,11:29,0.08,kWh,$0.01,
Electric usage,2022-12-29,11:30,11:59,0.24,kWh,$0.03,
Electric usage,2022-12-29,12:00,12:29,0.07,kWh,$0.01,
Electric usage,2022-12-29,12:30,12:59,0.09,kWh,$0.01,
Electric usage,2022-12-29,13:00,13:29,0.08,kWh,$0.01,
Electric usage,2022-12-29,13:30,13:59,0.06,kWh,$0.01,
Electric usage,2022-12-29,14:00,14:29,0.15,kWh,$0.02,
Electric usage,2022-12-29,14:30,14:59,0.10,kWh,$0.01,
Electric usage,2022-12-29,15:00,15:29,0.12,kWh,$0.02,
Electric usage,2022-12-29,15:30,15:59,0.06,kWh,$0.01,
Electric usage,2022-12-29,16:00,16:29,0.10,kWh,$0.01,
Electric usage,2022-12-29,16:30,16:59,0.12,kWh,$0.02,
Electric usage,2022-12-29,17:00,17:29,0.13,kWh,$0.02,
Electric usage,2022-12-29,17:30,17:59,0.13,kWh,$0.02,
Electric usage,2022-12-29,18:00,18:29,0.20,kWh,$0.03,
Electric usage,2022-12-29,18:30,18:59,0.14,kWh,$0.02,
Electric usage,2022-12-29,19:00,19:29,0.12,kWh,$0.02,
Electric usage,2022-12-29,19:30,19:59,0.25,kWh,$0.03,
Electric usage,2022-12-29,20:00,20:29,0.33,kWh,$0.05,
Electric usage,2022-12-29,20:30,20:59,0.17,kWh,$0.02,
Electric usage,2022-12-29,21:00,21:29,0.15,kWh,$0.02,
Electric usage,2022-12-29,21:30,21:59,0.12,kWh,$0.02,
Electric usage,2022-12-29,22:00,22:29,0.22,kWh,$0.03,
Electric usage,2022-12-29,22:30,22:59,0.11,kWh,$0.02,
Electric usage,2022-12-29,23:00,23:29,0.28,kWh,$0.04,
Electric usage,2022-12-29,23:30,23:59,0.07,kWh,$0.01,
Electric usage,2022-12-30,00:00,00:29,0.16,kWh,$0.02,
Electric usage,2022-12-30,00:30,00:59,0.03,kWh,$0.00,
Electric usage,2022-12-30,01:00,01:29,0.15,kWh,$0.02,
Electric usage,2022-12-30,01:30,01:59,0.09,kWh,$0.01,
Electric usage,2022-12-30,02:00,02:29,0.12,kWh,$0.02,
Electric usage,2022-12-30,02:30,02:59,0.09,kWh,$0.01,
Electric usage,2022-12-30,03:00,03:29,0.07,kWh,$0.01,
Electric usage,2022-12-30,03:30,03:59,0.13,kWh,$0.02,
Electric usage,2022-12-30,04:00,04:29,0.03,kWh,$0.00,
Electric usage,2022-12-30,04:30,04:59,0.16,kWh,$0.02,
Electric usage,2022-12-30,05:00,05:29,0.09,kWh,$0.01,
Electric usage,2022-12-30,05:30,05:59,0.15,kWh,$0.02,
Electric usage,2022-12-30,06:00,06:29,0.03,kWh,$0.00,
Electric usage,2022-12-30,06:30,06:59,0.15,kWh,$0.02,
Electric usage,2022-12-30,07:00,07:29,0.10,kWh,$0.01,
Electric usage,2022-12-30,07:30,07:59,0.14,kWh,$0.02,
Electric usage,2022-12-30,08:00,08:29,0.06,kWh,$0.01,
Electric usage,2022-12-30,08:30,08:59,0.17,kWh,$0.02,
Electric usage,2022-12-30,09:00,09:29,0.10,kWh,$0.01,
Electric usage,2022-12-30,09:30,09:59,0.06,kWh,$0.01,
Electric usage,2022-12-30,10:00,10:29,0.17,kWh,$0.02,
Electric usage,2022-12-30,10:30,10:59,0.03,kWh,$0.00,
Electric usage,2022-12-30,11:00,11:29,0.17,kWh,$0.02,
Electric usage,2022-12-30,11:30,11:59,0.16,kWh,$0.02,
Electric usage,2022-12-30,12:00,12:29,0.19,kWh,$0.03,
Electric usage,2022-12-30,12:30,12:59,0.15,kWh,$0.02,
Electric usage,2022-12-30,13:00,13:29,0.20,kWh,$0.03,
Electric usage,2022-12-30,13:30,13:59,0.15,kWh,$0.02,
Electric usage,2022-12-30,14:00,14:29,0.45,kWh,$0.06,
Electric usage,2022-12-30,14:30,14:59,0.36,kWh,$0.05,
Electric usage,2022-12-30,15:00,15:29,2.55,kWh,$0.36,
Electric usage,2022-12-30,15:30,15:59,0.67,kWh,$0.09,
Electric usage,2022-12-30,16:00,16:29,0.15,kWh,$0.02,
Electric usage,2022-12-30,16:30,16:59,0.29,kWh,$0.04,
Electric usage,2022-12-30,17:00,17:29,2.12,kWh,$0.30,
Electric usage,2022-12-30,17:30,17:59,0.61,kWh,$0.09,
Electric usage,2022-12-30,18:00,18:29,1.03,kWh,$0.14,
Electric usage,2022-12-30,18:30,18:59,2.60,kWh,$0.36,
Electric usage,2022-12-30,19:00,19:29,1.06,kWh,$0.15,
Electric usage,2022-12-30,19:30,19:59,1.65,kWh,$0.23,
Electric usage,2022-12-30,20:00,20:29,0.72,kWh,$0.10,
Electric usage,2022-12-30,20:30,20:59,0.19,kWh,$0.03,
Electric usage,2022-12-30,21:00,21:29,0.11,kWh,$0.02,
Electric usage,2022-12-30,21:30,21:59,0.12,kWh,$0.02,
Electric usage,2022-12-30,22:00,22:29,0.14,kWh,$0.02,
Electric usage,2022-12-30,22:30,22:59,0.10,kWh,$0.01,
Electric usage,2022-12-30,23:00,23:29,0.16,kWh,$0.02,
Electric usage,2022-12-30,23:30,23:59,0.07,kWh,$0.01,
Electric usage,2022-12-31,00:00,00:29,0.17,kWh,$0.02,
Electric usage,2022-12-31,00:30,00:59,0.09,kWh,$0.01,
Electric usage,2022-12-31,01:00,01:29,0.16,kWh,$0.02,
Electric usage,2022-12-31,01:30,01:59,0.07,kWh,$0.01,
Electric usage,2022-12-31,02:00,02:29,0.14,kWh,$0.02,
Electric usage,2022-12-31,02:30,02:59,0.07,kWh,$0.01,
Electric usage,2022-12-31,03:00,03:29,0.15,kWh,$0.02,
Electric usage,2022-12-31,03:30,03:59,0.06,kWh,$0.01,
Electric usage,2022-12-31,04:00,04:29,0.12,kWh,$0.02,
Electric usage,2022-12-31,04:30,04:59,0.09,kWh,$0.01,
Electric usage,2022-12-31,05:00,05:29,0.09,kWh,$0.01,
Electric usage,2022-12-31,05:30,05:59,0.12,kWh,$0.02,
Electric usage,2022-12-31,06:00,06:29,0.07,kWh,$0.01,
Electric usage,2022-12-31,06:30,06:59,0.14,kWh,$0.02,
Electric usage,2022-12-31,07:00,07:29,0.07,kWh,$0.01,
Electric usage,2022-12-31,07:30,07:59,0.14,kWh,$0.02,
Electric usage,2022-12-31,08:00,08:29,0.07,kWh,$0.01,
Electric usage,2022-12-31,08:30,08:59,0.23,kWh,$0.03,
Electric usage,2022-12-31,09:00,09:29,0.10,kWh,$0.01,
Electric usage,2022-12-31,09:30,09:59,0.18,kWh,$0.03,
Electric usage,2022-12-31,10:00,10:29,0.05,kWh,$0.01,
Electric usage,2022-12-31,10:30,10:59,0.19,kWh,$0.03,
Electric usage,2022-12-31,11:00,11:29,0.07,kWh,$0.01,
Electric usage,2022-12-31,11:30,11:59,0.29,kWh,$0.04,
Electric usage,2022-12-31,12:00,12:29,0.20,kWh,$0.03,
Electric usage,2022-12-31,12:30,12:59,0.29,kWh,$0.04,
Electric usage,2022-12-31,13:00,13:29,0.20,kWh,$0.03,
Electric usage,2022-12-31,13:30,13:59,0.17,kWh,$0.02,
Electric usage,2022-12-31,14:00,14:29,0.34,kWh,$0.05,
Electric usage,2022-12-31,14:30,14:59,0.30,kWh,$0.04,
Electric usage,2022-12-31,15:00,15:29,0.24,kWh,$0.03,
Electric usage,2022-12-31,15:30,15:59,0.38,kWh,$0.05,
Electric usage,2022-12-31,16:00,16:29,0.26,kWh,$0.04,
Electric usage,2022-12-31,16:30,16:59,0.05,kWh,$0.01,
Electric usage,2022-12-31,17:00,17:29,0.10,kWh,$0.01,
Electric usage,2022-12-31,17:30,17:59,0.09,kWh,$0.01,
Electric usage,2022-12-31,18:00,18:29,0.06,kWh,$0.01,
Electric usage,2022-12-31,18:30,18:59,0.13,kWh,$0.02,
Electric usage,2022-12-31,19:00,19:29,0.03,kWh,$0.00,
Electric usage,2022-12-31,19:30,19:59,0.15,kWh,$0.02,
Electric usage,2022-12-31,20:00,20:29,0.03,kWh,$0.00,
Electric usage,2022-12-31,20:30,20:59,0.15,kWh,$0.02,
Electric usage,2022-12-31,21:00,21:29,0.03,kWh,$0.00,
Electric usage,2022-12-31,21:30,21:59,0.27,kWh,$0.04,
Electric usage,2022-12-31,22:00,22:29,0.10,kWh,$0.01,
Electric usage,2022-12-31,22:30,22:59,0.23,kWh,$0.03,
Electric usage,2022-12-31,23:00,23:29,0.06,kWh,$0.01,
Electric usage,2022-12-31,23:30,23:59,0.12,kWh,$0.02,
Electric usage,2023-01-01,00:00,00:29,0.09,kWh,$0.01,
Electric usage,2023-01-01,00:30,00:59,0.07,kWh,$0.01,
Electric usage,2023-01-01,01:00,01:29,0.13,kWh,$0.02,
Electric usage,2023-01-01,01:30,01:59,0.04,kWh,$0.01,
Electric usage,2023-01-01,02:00,02:29,0.16,kWh,$0.02,
Electric usage,2023-01-01,02:30,02:59,0.04,kWh,$0.00,
Electric usage,2023-01-01,03:00,03:29,0.17,kWh,$0.02,
Electric usage,2023-01-01,03:30,03:59,0.04,kWh,$0.00,
Electric usage,2023-01-01,04:00,04:29,0.16,kWh,$0.02,
Electric usage,2023-01-01,04:30,04:59,0.04,kWh,$0.01,
Electric usage,2023-01-01,05:00,05:29,0.15,kWh,$0.02,
Electric usage,2023-01-01,05:30,05:59,0.05,kWh,$0.01,
Electric usage,2023-01-01,06:00,06:29,0.11,kWh,$0.02,
Electric usage,2023-01-01,06:30,06:59,0.09,kWh,$0.01,
Electric usage,2023-01-01,07:00,07:29,0.19,kWh,$0.03,
Electric usage,2023-01-01,07:30,07:59,0.16,kWh,$0.02,
Electric usage,2023-01-01,08:00,08:29,0.09,kWh,$0.01,
Electric usage,2023-01-01,08:30,08:59,0.22,kWh,$0.03,
Electric usage,2023-01-01,09:00,09:29,0.30,kWh,$0.04,
Electric usage,2023-01-01,09:30,09:59,0.59,kWh,$0.08,
Electric usage,2023-01-01,10:00,10:29,0.47,kWh,$0.06,
Electric usage,2023-01-01,10:30,10:59,0.54,kWh,$0.08,
Electric usage,2023-01-01,11:00,11:29,0.23,kWh,$0.03,
Electric usage,2023-01-01,11:30,11:59,0.37,kWh,$0.05,
Electric usage,2023-01-01,12:00,12:29,0.28,kWh,$0.04,
Electric usage,2023-01-01,12:30,12:59,0.41,kWh,$0.06,
Electric usage,2023-01-01,13:00,13:29,0.20,kWh,$0.03,
Electric usage,2023-01-01,13:30,13:59,0.24,kWh,$0.03,
Electric usage,2023-01-01,14:00,14:29,0.61,kWh,$0.09,
Electric usage,2023-01-01,14:30,14:59,0.69,kWh,$0.10,
Electric usage,2023-01-01,15:00,15:29,0.64,kWh,$0.09,
Electric usage,2023-01-01,15:30,15:59,0.65,kWh,$0.09,
Electric usage,2023-01-01,16:00,16:29,0.70,kWh,$0.10,
Electric usage,2023-01-01,16:30,16:59,0.28,kWh,$0.04,
Electric usage,2023-01-01,17:00,17:29,0.23,kWh,$0.03,
Electric usage,2023-01-01,17:30,17:59,0.23,kWh,$0.03,
Electric usage,2023-01-01,18:00,18:29,0.10,kWh,$0.01,
Electric usage,2023-01-01,18:30,18:59,0.16,kWh,$0.02,
Electric usage,2023-01-01,19:00,19:29,0.17,kWh,$0.02,
Electric usage,2023-01-01,19:30,19:59,0.16,kWh,$0.02,
Electric usage,2023-01-01,20:00,20:29,0.18,kWh,$0.03,
Electric usage,2023-01-01,20:30,20:59,0.12,kWh,$0.02,
Electric usage,2023-01-01,21:00,21:29,0.33,kWh,$0.05,
Electric usage,2023-01-01,21:30,21:59,0.10,kWh,$0.01,
Electric usage,2023-01-01,22:00,22:29,0.20,kWh,$0.03,
Electric usage,2023-01-01,22:30,22:59,0.09,kWh,$0.01,
Electric usage,2023-01-01,23:00,23:29,0.22,kWh,$0.03,
Electric usage,2023-01-01,23:30,23:59,0.44,kWh,$0.06,
Electric usage,2023-01-02,00:00,00:29,0.27,kWh,$0.04,
Electric usage,2023-01-02,00:30,00:59,0.43,kWh,$0.06,
Electric usage,2023-01-02,01:00,01:29,0.24,kWh,$0.03,
Electric usage,2023-01-02,01:30,01:59,0.13,kWh,$0.02,
Electric usage,2023-01-02,02:00,02:29,0.11,kWh,$0.02,
Electric usage,2023-01-02,02:30,02:59,0.17,kWh,$0.02,
Electric usage,2023-01-02,03:00,03:29,0.09,kWh,$0.01,
Electric usage,2023-01-02,03:30,03:59,0.19,kWh,$0.03,
Electric usage,2023-01-02,04:00,04:29,0.07,kWh,$0.01,
Electric usage,2023-01-02,04:30,04:59,0.23,kWh,$0.03,
Electric usage,2023-01-02,05:00,05:29,0.07,kWh,$0.01,
Electric usage,2023-01-02,05:30,05:59,0.20,kWh,$0.03,
Electric usage,2023-01-02,06:00,06:29,0.07,kWh,$0.01,
Electric usage,2023-01-02,06:30,06:59,0.22,kWh,$0.03,
Electric usage,2023-01-02,07:00,07:29,0.09,kWh,$0.01,
Electric usage,2023-01-02,07:30,07:59,0.15,kWh,$0.02,
Electric usage,2023-01-02,08:00,08:29,0.13,kWh,$0.02,
Electric usage,2023-01-02,08:30,08:59,0.22,kWh,$0.03,
Electric usage,2023-01-02,09:00,09:29,0.24,kWh,$0.03,
Electric usage,2023-01-02,09:30,09:59,0.07,kWh,$0.01,
Electric usage,2023-01-02,10:00,10:29,0.20,kWh,$0.03,
Electric usage,2023-01-02,10:30,10:59,0.14,kWh,$0.02,
Electric usage,2023-01-02,11:00,11:29,0.21,kWh,$0.03,
Electric usage,2023-01-02,11:30,11:59,0.24,kWh,$0.03,
Electric usage,2023-01-02,12:00,12:29,0.26,kWh,$0.04,
Electric usage,2023-01-02,12:30,12:59,0.14,kWh,$0.02,
Electric usage,2023-01-02,13:00,13:29,0.28,kWh,$0.04,
Electric usage,2023-01-02,13:30,13:59,0.17,kWh,$0.02,
Electric usage,2023-01-02,14:00,14:29,0.19,kWh,$0.03,
Electric usage,2023-01-02,14:30,14:59,0.16,kWh,$0.02,
Electric usage,2023-01-02,15:00,15:29,0.12,kWh,$0.02,
Electric usage,2023-01-02,15:30,15:59,0.20,kWh,$0.03,
Electric usage,2023-01-02,16:00,16:29,0.10,kWh,$0.01,
Electric usage,2023-01-02,16:30,16:59,0.21,kWh,$0.03,
Electric usage,2023-01-02,17:00,17:29,0.13,kWh,$0.02,
Electric usage,2023-01-02,17:30,17:59,0.21,kWh,$0.03,
Electric usage,2023-01-02,18:00,18:29,0.13,kWh,$0.02,
Electric usage,2023-01-02,18:30,18:59,0.20,kWh,$0.03,
Electric usage,2023-01-02,19:00,19:29,0.15,kWh,$0.02,
Electric usage,2023-01-02,19:30,19:59,0.24,kWh,$0.03,
Electric usage,2023-01-02,20:00,20:29,0.21,kWh,$0.03,
Electric usage,2023-01-02,20:30,20:59,0.17,kWh,$0.02,
Electric usage,2023-01-02,21:00,21:29,0.25,kWh,$0.03,
Electric usage,2023-01-02,21:30,21:59,0.16,kWh,$0.02,
Electric usage,2023-01-02,22:00,22:29,0.23,kWh,$0.03,
Electric usage,2023-01-02,22:30,22:59,0.11,kWh,$0.02,
Electric usage,2023-01-02,23:00,23:29,0.24,kWh,$0.03,
Electric usage,2023-01-02,23:30,23:59,0.12,kWh,$0.02,
Electric usage,2023-01-03,00:00,00:29,0.22,kWh,$0.03,
